Article Title,Author Keywords,Publication Date,Publication Year,
Intermittent parathyroid hormone promotes cementogenesis in a PKA- and ERK1/2-dependent manner,cementogenesis; cyclic AMP-dependent protein kinases; extracellular signal-regulated MAP kinases; parathyroid hormone,SEP,2019,
Ridge preservation of extraction sockets with buccal bone deficiency using poly lactide-co-glycolide coated beta-tricalcium phosphate bone grafts: An experimental study in dogs,alveolar ridge augmentation; beta-tricalcium phosphate; biocompatible materials; dogs; osteogenesis; tooth extraction,SEP,2019,
High-fat diet aggravates the liver disease caused by periodontitis in rats,diet therapy; diet; fatty liver; periodontal diseases; periodontal medicine; periodontitis,SEP,2019,
Metformin ameliorates experimental diabetic periodontitis independently of mammalian target of rapamycin (mTOR) inhibition by reducing NIMA-related kinase 7 (Nek7) expression,cell cycle; diabetes mellitus; inflammation; metformin; NIMA-related kinases; periodontitis,SEP,2019,
Acceleration of bone regeneration of horizontal bone defect in rats using collagen-binding basic fibroblast growth factor combined with collagen scaffolds,bone regeneration; collagen; drug delivery systems; growth factors; periodontitis; tissue engineering,SEP,2019,
The impact of predatory bacteria on experimental periodontitis,bacteria; gene expression; periodontitis; rats,SEP,2019,
Outcomes of root resection therapy up to 16.8 years: A retrospective study in an academic setting,furcation lesions and treatment; periapical diseases; periodontal surgery; periodontitis; prognosis; tooth loss; tooth root,APR,2020,
The efficacy of metal artifact reduction (MAR) algorithm in cone-beam computed tomography on the diagnostic accuracy of fenestration and dehiscence around dental implants,artifacts; cone-beam computed tomography; dental implants; periodontal diseases,FEB,2020,
Novel rare frameshift variation in aggressive periodontitis: Exomic and familial-screening analysis,genetic association studies; genetic markers; genetic variation; genotype; periodontal diseases,FEB,2020,
Clinical evaluation of a newly developed chairside test to determine periodontal pathogens,diagnosis; microbiology; PCR; periodontal disease; periodontitis; point-of-care,MAR,2020,
Association of periodontitis with radiographic knee osteoarthritis,association; osteoarthritis; periodontitis; risk factors,MAR,2020,
Associations of electronic and conventional cigarette use with periodontal disease in South Korean adults,electronic nicotine delivery systems; periodontal diseases; smoking,JAN,2020,
Developing a periodontal disease antibody array for the prediction of severe periodontal disease using machine learning classifiers,gingival crevicular fluid; machine learning; microarray analysis; periodontitis; ROC curve,FEB,2020,
Role of testosterone and androgen receptor in periodontal disease progression in female rats,alveolar bone loss; androgen receptor antagonists; aromatase inhibitors; estrogen antagonists; inflammation; testosterone,APR,2020,
Papilla preservation flaps for periodontal regeneration of molars severely compromised by combined furcation and intrabony defects: Retrospective analysis of a registry-based cohort,intrabony defect; molar furcation; periodontal regeneration; periodontitis; tooth survival,FEB,2020,
Ridge preservation following tooth extraction using bovine xenograft compared with porcine xenograft: A randomized controlled clinical trial,alveolar bone grafting; alveolar bone loss; bone resorption; bone transplantation; dental implants; tooth extraction,MAR,2020,
Antibiotic prescribing practices in periodontal surgeries with and without bone grafting,alveolar bone grafting; anti-bacterial agents; bone transplantation; oral surgery; surveys and questionnaires,APR,2020,
Periodontal healing by periodontal ligament fiber with or without cells: A preclinical study of the decellularized periodontal ligament in a tooth replantation model,cementogenesis; extracellular matrix; periodontal ligament; periodontium; tooth replantation,JAN,2020,
Time analysis of alveolar ridge preservation using a combination of mineralized bone-plug and dense-polytetrafluoroethylene membrane: A histomorphometric study,allografts; alveolar bone loss; alveolar resorption; bone transplantation; polytetrafluoroethylene; socket graft,FEB,2020,
The influence of palatal harvesting technique on the donor site vascular injury: A split-mouth comparative cadaver study,bleeding; blood loss; cadaver; hemorrhage; histology; surgical flaps,JAN,2020,
"Periodontal condition, changes in salivary biochemical parameters, and oral health-related quality of life in patients with anorexia and bulimia nervosa",anorexia nervosa; bulimia nervosa; periodontal diseases; quality of life; saliva,DEC,2019,
Root coverage procedures for treating single and multiple recession-type defects: An updated Cochrane systematic review,gingival recession; therapy; surgery; tooth root; surgical flaps,DEC,2019,
Prevotella intermedia and periodontitis are associated with severe asthma,asthma; periodontal diseases; Prevotella intermedia; respiratory tract disease,JAN,2020,
The interaction between serum amyloid A and Toll-like receptor 2 pathway regulates inflammatory cytokine secretion in human gingival fibroblasts,cytokines; fibroblasts; inflammation and innate immunity; periodontitis,JAN,2020,
CD73-dependent adenosine dampens interleukin 1 beta-induced CXCL8 production in gingival fibroblasts: Association with heme oxygenase-1 and adenosine monophosphate-activated protein kinase,5 '-nucleotidase; adenosine triphosphate; adenosine; fibroblasts; gingiva; interleukin-1 beta,FEB,2020,
A point-of-care test of active matrix metalloproteinase-8 predicts triggering receptor expressed on myeloid cells-1 levels in saliva,biomarkers; matrix metalloproteinases; periodontitis; point-of-care testing; triggering receptor expressed on myeloid cells-1,JAN,2020,
Leukocyte- and platelet-rich fibrin is an effective membrane for lateral ridge augmentation: An in vivo study using a canine model with surgically created defects,alveolar ridge augmentation; animals; bone regeneration; leukocyte- and platelet-rich fibrin; x-ray microtomography,JAN,2020,
"The sex paradox in the interplay between periodontitis, obesity, and serum C-reactive protein: Data from a general population",C-reactive protein; fibrinogen; inflammation; obesity; periodontitis; sex,DEC,2019,
Prevalence of peri-implant diseases among an Italian population of patients with metabolic syndrome: A cross-sectional study,metabolic syndrome; mucositis; peri-implant diseases; peri-implantitis; risk factor; systemic diseases,DEC,2019,
A retrospective study of implants placed following 1-stage or 2-stage maxillary sinus floor augmentation by the lateral window technique performed on residual bone of <4 mm: Results up to 10 years of follow-up,dental implants; retrospective studies; sinus floor augmentation,FEB,2020,
Is a soft tissue graft harvested from the maxillary tuberosity the approach of choice in an isolated site?,connective tissue graft; dental implants; gingival recession; maxillary tuberosity; soft tissue augmentation; surgical flaps; tooth root,AUG,2019,
Effect of chronic kidney disease on progression of clinical attachment loss in older adults: A 4-year cohort study,aged; epidemiology; oral health; periodontal diseases; renal insufficiency,AUG,2019,
Predicting peri-implant disease: Chi-square automatic interaction detection (CHAID) decision tree analysis of risk indicators,dental implants; peri-implantitis; retrospective study; risk assessment,AUG,2019,
Influence of mandibular third molar surgical extraction on the periodontal status of adjacent second molars,molar; third; mandible; periodontitis; wound healing; inflammation,AUG,2019,
Cumulative smoking exposure and cessation associated with the recurrence of periodontitis in periodontal maintenance therapy: A 6-year follow-up,compliance; maintenance; periodontitis; smoking; smoking cessation,AUG,2019,
Definition of hypertension-associated oral pathogens in NHANES,bacteria; blood pressure; hypertension; inflammation; microbiota; periodontal diseases,AUG,2019,
Non-clinical factors associated with referral to periodontal specialists,behavioral science; health services research; periodontitis,AUG,2019,
Effect of maternal periodontitis on GLUT4 and inflammatory pathway in adult offspring,diabetes mellitus; DNA methylation; glucose transporter type 4; low birth weight; periodontal diseases; tumor necrosis factor-alpha,AUG,2019,
Functionalized nanoparticles containing MKP-1 agonists reduce periodontal bone loss,alveolar bone; auranofin; inflammation; nanoparticles; periodontics,AUG,2019,
Inhibitory effects of azithromycin on the adherence ability of Porphyromonas gingivalis,antibiotic; antimicrobial; gingivitis; microbiology; oral medicine; pathogenesis of periodontal disease; periodontitis,AUG,2019,
Periodontal disease may induce liver fibrosis in an experimental study on Wistar rats,liver fibrosis; matrix metalloproteinase 8; oxidative stress; periodontal disease,AUG,2019,
Metformin as an add-on to insulin improves periodontal response during orthodontic tooth movement in type 1 diabetic rats,alveolar bone loss; diabetes mellitus type 1; insulin; metformin; orthodontic tooth movement,AUG,2019,
"Periodontitis is associated with systemic inflammation and vascular endothelial dysfunction in patients with lacunar infarct (vol 90, pg 465, 2019)",,AUG,2019,
Standardization of relative centrifugal forces in studies related to platelet-rich fibrin,advanced platelet-rich fibrin; A-PRF; leukocyte and platelet-rich fibrin; L-PRF; platelet-rich fibrin; PRF,AUG,2019,
Photoactivated disinfection in periodontal treatment: A randomized controlled clinical split-mouth trial,periodontal disease; periodontal pocket; periodontitis; photochemotherapy; randomized controlled trial,NOV,2019,
Virginia-based periodontists' perceptions: Current and future trends of the specialty,adjustments; future; periodontists; practice; survey; trends,NOV,2019,
Natural 4-year periodontal progression of mandibular first molars in Chinese villagers based on radiographic records,furcation involvement; intrabony defect; longitudinal study; natural progression; periodontal disease; relative bone height,DEC,2019,
"In silico validation of non-antibiotic drugs, acetaminophen, and ibuprofen as antibacterial agents against red complex pathogens",acetaminophen; antimicrobial; ibuprofen; periodontitis; virulence,DEC,2019,
"Retrospective cohort study of 4,591 dental implants: Analysis of risk indicators for bone loss and prevalence of peri-implant mucositis and peri-implantitis",alveolar bone loss; dental implants; mucositis; peri-implantitis,JUL,2019,
Platelet derived growth factor-BB levels in gingival crevicular fluid of localized intrabony defect sites treated with platelet rich fibrin membrane or collagen membrane containing recombinant human platelet derived growth factor-BB: A randomized clinical and biochemical study,gingival crevicular fluid; growth factors; guided tissue regeneration; osseous defects; periodontal regeneration; wound healing,JUL,2019,
The effect of different gingival phenotypes on dimensional stability of free gingival graft: A comparative 6-month clinical study,clinical trial; gingival recession; phenotype; plastic surgery,JUL,2019,
Reshapable hydrogel tissue expander for ridge augmentation: Results of a series of successive insertions at the same intraoral site,animal experiments; biomaterials; bone graft; ridge augmentation; soft tissue expanders; surgical techniques,JUL,2019,
A longitudinal study on the relationship between dental health and metabolic syndrome in Japan,longitudinal studies; metabolic syndrome; oral health; periodontal diseases,JUL,2019,
Periodontal ligament-derived mesenchymal stem cells modulate neutrophil responses via paracrine mechanisms,cellular biology; inflammation; innate immune responses; neutrophils; reactive oxygen species,JUL,2019,
Dysregulation of miR-146a by periodontal pathogens: A risk for acute coronary syndrome,acute coronary syndrome; chronic inflammation; chronic periodontitis; immune subversion; miR-146a; Porphyromonas gingivalis,JUL,2019,
Histatin-1 counteracts the cytotoxic and antimigratory effects of zoledronic acid in endothelial and osteoblast-like cells,angiogenesis; bisphosphonates; Histatin-1; migration; viability; zoledronic acid,JUL,2019,
Membrane proteome characterization of periodontal ligament cell sets from deciduous and permanent teeth,cell membrane; deciduous tooth; gene expression; periodontal ligament; permanent dentition; proteomics,JUL,2019,
"Gingival crevicular fluid and salivary HIF-1 alpha, VEGF, and TNF-alpha levels in periodontal health and disease",cytokines; gingival crevicular fluid; periodontitis; saliva,JUL,2019,
Photodynamic therapy versus systemic antibiotic for the treatment of periodontitis in a rat model,antimicrobial(s); cytokine(s); periodontitis; reactive oxygen species,JUL,2019,
"Robert J. Genco, DDS, PhD: Legacy of a renowned and visionary periodontal researcher who shaped our knowledge of periodontitis and systemic diseases IN MEMORIAM",,JUN,2019,
Characterization of periodontitis in people with type 1 diabetes of 50 years or longer duration,cardiovascular diseases; diabetes; epidemiology; periodontal medicine; periodontitis,JUN,2019,
The effect of diabetes on tooth loss caused by periodontal disease: A nationwide population-based cohort study in South Korea,chronic disease; cohort studies; diabetes mellitus; periodontal disease; tooth extraction; tooth loss,JUN,2019,
Clinical and radiographic evaluation and comparison of bioactive bone alloplast morsels when used alone and in combination with platelet-rich fibrin in the treatment of periodontal intrabony defects-A randomized controlled trial,bioactive glass; bone grafts; bony defects; cone beam computed tomography; periodontal regeneration,JUN,2019,
Buccal bone thickness adjacent to virtual dental implants following guided bone regeneration,allografts; alveolar ridge augmentation; cone-beam computed tomography; dental implants; polytetrafluoroethylene; treatment outcome,JUN,2019,
A randomized clinical trial of cyanoacrylate tissue adhesives in donor site of connective tissue grafts,cyanoacrylates; pain; sutures; tissue adhesives; wound healing,JUN,2019,
"Cytokine, chemokine, and growth factor levels in peri-implant sulcus during wound healing and osseointegration after piezosurgical versus conventional implant site preparation: Randomized, controlled, split-mouth trial",chemokines; cytokines; dental implants; osteotomy; piezoelectric surgery; wound healing,JUN,2019,
Exploring a temporal relationship between biofilm microbiota and inflammatory mediators during resolution of naturally occurring gingivitis,cytokines; gingivitis; microbial interactions,JUN,2019,
Effects of statins on multispecies oral biofilm identify simvastatin as a drug candidate targeting Porphyromonas gingivalis,antiplaque agents; periodontitis; plaque control,JUN,2019,
Pattern recognition receptor polymorphisms in early periodontitis,genetics; immunity; innate; periodontitis; polymorphism; genetic,JUN,2019,
Metabolic syndrome and periodontitis: A structural equation modeling approach,cohort studies; longitudinal studies; methods; periodontal diseases,JUN,2019,
Molecular signatures of chronic periodontitis in gingiva: A genomic and proteomic analysis,chronic periodontitis; enoyl-CoA hydratase; inflammation; genomics; gingiva; proteomics; proteogenomics; pERp1,JUN,2019,
Angiogenin production in response to hypoxia and l-mimosine in periodontal fibroblasts,bone biology; cell biology; fibroblast(s); gene regulation; growth factors; wound healing,JUN,2019,
Significance of keratinized mucosa/gingiva on peri-implant and adjacent periodontal conditions in erratic maintenance compliers,alveolar bone; dental implants; diagnostic; implant stability; peri-implant mucositis; peri-implantitis,MAY,2019,
Periodontal reconstructive surgery of deep intraosseous defects using an apical approach. Non-incised papillae surgical approach (NIPSA): A retrospective cohort study,alveolar bone loss; enamel matrix proteins; periodontitis; reconstructive surgical procedure; surgical flaps,MAY,2019,
Periodontitis is associated with systemic inflammation and vascular endothelial dysfunction in patients with lacunar infarct,cerebral small vessel diseases; endothelium; inflammation; lacunar stroke; periodontitis,MAY,2019,
Smoking confounds the periodontal diagnostics using saliva biomarkers,matrix metalloproteinase(s); periodontitis; saliva; smoking,MAY,2019,
Cross-sectional analysis of risk factors for subclinical periodontitis; active matrix metalloproteinase-8 as a potential indicator in initial periodontitis in adolescents,adolescent; leukocyte elastase; matrix metalloproteinases; periodontitis; risk factors,MAY,2019,
Outcome of early dental implant placement versus other dental implant placement protocols: A systematic review and meta-analysis,clinical protocols; dental implantation; methods; dental implants; meta-analysis; time factors; tooth extraction; tooth socket; surgery,MAY,2019,
Low-temperature plasma on peri-implant-related biofilm and gingival tissue,dental implants; microbiology; periodontium; Porphyromonas gingivalis; therapeutics,MAY,2019,
Interleukin-17-producing T cells and interleukin-17 mRNA expression in periodontitis and long-standing gingivitis lesions,biopsy; human; IL-17; immunohistochemistry; periodontitis; RT-PCR; T-cell,MAY,2019,
Capsular-defective Porphyromonas gingivalis mutant strains induce less alveolar bone resorption than W50 wild-type strain due to a decreased Th1/Th17 immune response and less osteoclast activity,bone resorption; cytokines; osteoclasts; Porphyromonas gingivalis; RANKL; T lymphocytes,MAY,2019,
Dose-response assessment of chemically modified curcumin in experimental periodontitis,bone resorption; chemically modified curcumin; analogs and derivatives; dose-response relationship; inflammation; macrophages; periodontal disease,MAY,2019,
"A novel Bruton's tyrosine kinase inhibitor, acalabrutinib, suppresses osteoclast differentiation and Porphyromonas gingivalis lipopolysaccharide-induced alveolar bone resorption",acalabrutinib; Bruton's tyrosine kinase; calcium; NFATc1; osteoclasts; periodontitis,MAY,2019,
Biologically guided implant therapy: A diagnostic and therapeutic strategy of conservation and preservation based on periodontal staging and grading,dental implants; peri-implantitis; periodontal medicine; periodontics,MAY,2019,
Ridge preservation procedures revisited: A randomized controlled trial to evaluate dimensional changes with two different surgical protocols,bone graft; guided bone regeneration; implantology; ridge preservation,APR,2019,
Twenty years later: Oral health-related quality of life and standard of treatment in patients with chronic periodontitis,oral medicine; periodontal medicine; periodontitis; risk factor(s),APR,2019,
Multiple sessions of antimicrobial photodynamic therapy associated with surgical periodontal treatment in patients with chronic periodontitis,antimicrobial; chronic periodontitis; photosensitizing agents; surgical treatment,APR,2019,
"Relationship between rheumatoid arthritis and periodontal disease in Korean adults: Data from the Sixth Korea National Health and Nutrition Examination Survey, 2013 to 2015",Korea National Health and Nutrition Examination Survey (KNHANES); periodontal disease; rheumatoid arthritis,APR,2019,
Periodontitis as another comorbidity associated with psoriasis: A case-control study,periodontitis; psoriasis; risk factors,APR,2019,
"Proinflammatory cytokine levels and peri-implant parameters among cigarette smokers, individuals vaping electronic cigarettes, and non-smokers",alveolar bone loss; electronic nicotine delivery systems; interleukins; matrix metalloproteinases; peri-implantitis; vaping,APR,2019,
"Association between Helicobacter pylori gastritis and dental diseases: A cross-sectional, hospital-based study in Eastern Saudi Arabia",dental hygiene; microbiology; periodontal systemic disease interaction; periodontitis; plaque control,APR,2019,
Association between periodontitis and spontaneous abortion: A case-control study,bacteria; case-control study; periodontitis; real-time polymerase chain reaction; spontaneous abortion,APR,2019,
MicroRNA-146a negatively regulates the inflammatory response to Porphyromonas gingivalis in human periodontal ligament fibroblasts via TRAF6/p38 pathway,cytokine(s); fibroblast(s); inflammation and innate immunity; pathogenesis of periodontal disease(s); periodontitis,APR,2019,
TLR activation inhibits the osteogenic potential of human periodontal ligament stem cells through Akt signaling in a Myd88-or TRIF-dependent manner,adaptor proteins; osteogenesis; periodontal ligament; proto-oncogene protein c-Akt; stem cells; Toll-like receptors,APR,2019,
Biomodification of compromised extraction sockets using hyaluronic acid and rhBMP-2: An experimental study in dogs,bone morphogenetic proteins; bone regeneration; cytokines; hyaluronic acid; tooth socket; wound healing,APR,2019,
Effects of methods of hydration of a biphasic ceramic graft on bone regeneration of extraction socket defects,biomaterials; bone graft; bone regeneration; ridge preservation,APR,2019,
Periodontal disease increases the risk for onset of systemic comorbidities in dental hospital attendees: An 18-year retrospective cohort study,comorbidity; disease susceptibility; metabolic syndrome; noncommunicable diseases; periodontal diseases,MAR,2019,
Peri-implant soft tissue status and crestal bone levels around adjacent implants placed in cigarette smokers and never smokers: Five-year follow-up results,alveolar bone loss; cigarette smoking; dental implant; gingival bleeding; probing depth,MAR,2019,
Titanium particles generated during ultrasonic scaling of implants,dental implant; titanium; ultrasonic scaler,MAR,2019,
"A comparative, randomized, prospective, two-center clinical study to evaluate the clinical and esthetic outcomes of two different bone grafting techniques in early implant placement",bone graft; guided bone regeneration; implantology; mucosal recession,MAR,2019,
Hypermobile upper lip is highly prevalent among patients seeking treatment for gummy smile,"esthetics, dental; gingiva; lip; smiling",MAR,2019,
Trehalose powder for subgingival air-polishing during periodontal maintenance therapy: A randomized controlled trial,air-polishing; periodontal maintenance; sonic debridement; subgingival debridement; trehalose,MAR,2019,
Ameliorative effect of hesperidin on ligation-induced periodontitis in rats,bone resorption; cytokines; hesperidin; inflammation; periodontitis,MAR,2019,
Histological and histomorphometric evaluation of hydroxyapatite-based biomaterials in surgically created defects around implants in dogs,experimental design; graft(s); histologic evaluation,MAR,2019,
"The role of caspase-8, caspase-9, and apoptosis inducing factor in periodontal disease",aggressive periodontitis; apoptosis inducing factor; apoptosis; caspase-8; caspase-9; chronic periodontitis,MAR,2019,
Periodontitis causes abnormalities in the liver of rats,cytokines; inflammation; liver; oral medicine; periodontal diseases,MAR,2019,
Detection of T-forsythia and other important bacteria in crestal and subcrestal implants with ligature-induced peri-implant infection in dogs,animal experimentation; dental implant-abutment design; peri-implantitis; polymerase chain reaction; Tannerella forsythia,MAR,2019,
"Letter to the editor: RE: Optimized platelet-rich fibrin with the low-speed concept: Growth factor release, biocompatibility, and cellular response",,FEB,2019,
"Reply from authors: RE: Optimized platelet-rich fibrin with the low-speed concept: Growth factor release, biocompatibility, and cellular response Necessity for standardization of relative centrifugal force values in studies on platelet-rich fibrin",,FEB,2019,
Ridge preservation following tooth extraction using mineralized freeze-dried bone allograft compared to mineralized solvent-dehydrated bone allograft: A randomized controlled clinical trial,alveolar bone grafting; alveolar bone loss; bone resorption; bone transplantation; dental implants; tooth extraction,FEB,2019,
"Relationship among clinical periodontal, microbiologic parameters and lung function in participants with chronic obstructive pulmonary disease",pathogenesis of periodontal disease(s); periodontal-systemic disease interactions; periodontitis,FEB,2019,
Effect of sucrose on biofilm formed in situ on titanium material,biofilms; dental implants; microbiology; sucrose; titanium,FEB,2019,
Citric acid reduces oral biofilm and influences the electrochemical behavior of titanium: An in situ and in vitro study,biofilms; citric acid; corrosion; titanium,FEB,2019,
Soft drink consumption and periodontal status in pregnant women,epidemiology; periodontal diseases; pregnancy; soft drinks,FEB,2019,
Effects of non-surgical periodontal therapy on clinical and immunological profile and oral colonization of Candida spp in HIV-infected patients with chronic periodontitis,Candida spp; chronic periodontitis; cytokine; HIV; non-surgical periodontal therapy,FEB,2019,
Psychometric approach of the revised illness perception questionnaire for oral health (IPQ-R-OH) in patients with periodontal disease,beliefs; factor analysis; perception; periodontal disease; surveys and questionnaires,FEB,2019,
Bone regeneration with bovine bone impairs orthodontic tooth movement despite proper osseous wound healing in a novel mouse model,bone regeneration; orthodontics; wound healing,FEB,2019,
Innate lymphoid cells are present in gingivitis and periodontitis,gingivitis; innate immunity; periodontitis; RANK ligand,FEB,2019,
Inhibition of angiotensin II receptor I prevents inflammation and bone loss in periodontitis,bone loss; inflammation; innate immunity; periodontitis; systemic health/disease; Toll-like receptors,FEB,2019,
"Clinical insights about the evolution of root coverage procedures: The flap, the graft, and the surgery",,JAN,2019,
Association between time since quitting smoking and periodontitis in former smokers in the National Health and Nutrition Examination Surveys (NHANES) 2009 to 2012,logistic models; nutrition surveys; periodontal index; periodontitis; public health; smoking,JAN,2019,
The salivary microbiome of diabetic and non-diabetic adults with periodontal disease,16S ribosomal RNA; chronic periodontitis; microbiome; saliva; type 2 diabetes,JAN,2019,
Labially impacted maxillary canines after the closed eruption technique and orthodontic traction: A split-mouth comparison of periodontal recession,cuspid; periodontal index; tooth,JAN,2019,
"Validation of reported GLT6D1 (rs1537415), IL10 (rs6667202), and ANRIL (rs1333048) single nucleotide polymorphisms for aggressive periodontitis in a Brazilian population",alleles; genetic markers; genetic variation; genotype; periodontal diseases,JAN,2019,
Clinico-radiographic evaluation of 1% alendronate gel as an adjunct and smart blood derivative platelet rich fibrin in grade II furcation defects,furcation lesions and treatment; growth factors; osteoclast(s); periodontal regeneration,JAN,2019,
Platelet-rich fibrin/biphasic calcium phosphate impairs osteoclast differentiation and promotes apoptosis by the intrinsic mitochondrial pathway in chronic periodontitis,apoptosis; biomaterials; bone regeneration; osteoclasts; periodontitis,JAN,2019,
Evaluation of oral microbial corrosion on the surface degradation of dental implant materials,bacterial adhesion; corrosion; dental implants; titanium; zirconium oxide,JAN,2019,
A novel U-shaped relationship between BMI and risk of generalized aggressive periodontitis in Chinese: A cross-sectional study,aggressive periodontitis; attachment loss; BMI; leukocytes,JAN,2019,
Handgrip strength and the number of teeth among Korean population,epidemiology; hand grip strength; KNHANES; number of teeth,JAN,2019,
BDNF/HMW-HA complex as an adjunct to nonsurgical periodontal treatment of ligature-induced periodontitis in dogs,cytokine; periodontitis; root planing; scaling,JAN,2019,
"D. Walter Cohen, DDS: A visionary and gifted leader OBITUARY",,DEC,2018,
Periodontal status of liver transplant candidates and healthy controls,end-stage liver disease; liver cirrhosis; liver transplantation; liver; periodontal diseases,DEC,2018,
Survival rates of hybrid rough surface implants and their alveolar bone level alterations,alveolar bone loss; bone-implant interface; dental implants; peri-implantitis; survival analysis; treatment outcome,DEC,2018,
Cross-sectional association of physical activity and periodontal antibodies,antibodies; exercise; metabolic equivalent; oral health; periodontitis,DEC,2018,
"The impact of caries in combination with periodontitis on oral health-related quality of life in Bahia, Brazil",dental caries; epidemiology; oral health; periodontitis; quality of life,DEC,2018,
Progranulin is highly expressed in patients with chronic periodontitis and protects against experimental periodontitis in rats,anti-inflammatory agents; cytokine(s); experimental periodontitis; gingival crevicular fluid; periodontitis,DEC,2018,
Influence of tooth location on coronally advanced flap procedures for root coverage,evidence-based dentistry; gingival recession; surgical flaps; tooth,DEC,2018,
Estimation of the diagnostic accuracy of clinical parameters for monitoring peri-implantitis progression: An experimental canine study,dental implants; diagnosis; implant stability; peri-implant mucositis; peri-implantitis,DEC,2018,
Analysis of salivary phenotypes of generalized aggressive and chronic periodontitis through nuclear magnetic resonance-based metabolomics,biomarkers; magnetic resonance spectroscopy; metabolomics; periodontal diseases; saliva,DEC,2018,
Oral infection with P-gingivalis exacerbates autoimmune encephalomyelitis,comorbidity; multiple sclerosis; oral medicine,DEC,2018,
Antimicrobial activity of amixicile against Treponema denticola and other oral spirochetes associated with periodontal disease,antibacterial agents; complement; periodontitis; treponemes,DEC,2018,
"Staging and grading of periodontitis: Framework and proposal of a new classification and case definition (vol 89, pg S159, 2018)",,DEC,2018,
"S. Sigmund Stahl, DDS, MS, FACD OBITUARY",,NOV,2018,
"Gregory L. Fauth, DDS OBITUARY",,NOV,2018,
Adding smoking to the Fardal model of cost-effectiveness for the lifetime treatment of periodontal diseases,cigarette smoking; cost effectiveness; periodontal disease; treatment costs,NOV,2018,
Long-term evaluation (20 years) of the outcomes of subepithelial connective tissue graft plus coronally advanced flap in the treatment of maxillary single recession-type defects,gingival recession; surgery; surgical flaps; therapy; tooth root,NOV,2018,
Gingival thickness assessment at the mandibular incisors with four methods: A cross-sectional study,gingival biotype; periodontal tissue; ultrasound; orthodontic,NOV,2018,
Association of different immunosuppressive medications with periodontal condition in patients with rheumatoid arthritis: Results from a cross-sectional study,immunosuppression; inflammation; microbiology; periodontitis; rheumatoid arthritis,NOV,2018,
Comparative evaluation of subgingivally delivered 1.2% rosuvastatin and 1% metformin gel in treatment of intrabony defects in chronic periodontitis: A randomized controlled clinical trial,chronic periodontitis; clinical trials; nonsurgical periodontal therapy; periodontal regeneration,NOV,2018,
Isolation and characterization of progenitor cells from surgically created early healing alveolar defects in humans: A preliminary study,bone transplantation; granulation tissue; regeneration; stem cells; wound healing,NOV,2018,
Evaluation of lozenges containing egg yolk antibody against Porphyromonas gingivalis gingipains as an adjunct to conventional non-surgical therapy in periodontitis patients: A randomized controlled clinical trial,periodontitis; randomized clinical trial; scaling and root planing,NOV,2018,
Egyptian propolis compared to nanohydroxyapatite graft in the treatment of Class II furcation defects in dogs,antioxidant; bone graft; furcation; nanohydroxyapatite; propolis; regeneration,NOV,2018,
Immunological and microbiological periodontal profiles in isolated growth hormone deficiency,dwarfism; growth hormone; immune system; microbiology; periodontal diseases; pituitary,NOV,2018,
Immunohistopathologic evaluation of Drynaria fortunei rhizome extract in the management of Class II furcation defects in a canine model,alkaline phosphatase; Drynaria fortunei; furcation defects; regeneration,NOV,2018,
Postoperative infections after dental implant placement: Variables associated with increased risk of failure,dental implants; postoperative complications; prognosis; surgical wound infection; survival analysis,OCT,2018,
Letter to the editor: RE: Bone heat generated using conventional implant drills versus piezosurgery unit during apical cortical plate perforation,,OCT,2018,
Reply from authors: RE: Bone heat generated using conventional implant drills versus piezosurgery unit during apical cortical plate perforation,,OCT,2018,
Oral flurbiprofen spray for mucosal graft harvesting at the palatal area: A randomized placebo-controlled study,oral medicine; pain; plastic periodontal surgery; wound healing,OCT,2018,
Evaluation of the association between the number of natural teeth and anemia among Korean adults using nationally representative data,anemia; epidemiology; health surveys; oral health; tooth loss,OCT,2018,
Association of clinical measures of periodontal disease with blood pressure and hypertension among postmenopausal women,blood pressure; cross-sectional studies; hypertension; periodontitis; postmenopause; tooth loss,OCT,2018,
Platelet indices (mean platelet volume and platelet distribution width) have correlations with periodontal inflamed surface area in coronary artery disease patients: A pilot study,cardiovascular diseases; periodontics; periodontitis,OCT,2018,
Impact of commensal flora on periodontal immune response to lipopolysaccharide,animal model; immune system; lipopolysaccharide; microbiota,OCT,2018,
Preclinical alveolar ridge preservation using small-sized particles of bone replacement graft in combination with a gelatin cryogel scaffold,alveolar process; bone regeneration; tissue engineering,OCT,2018,
Comparative study of periodontal differentiation propensity of induced pluripotent stem cells from different tissue origins,growth factors; induced pluripotent stem cells; tissue engineering,OCT,2018,
Comparative estimation of sulfiredoxin levels between chronic periodontitis and healthy patients - A case-control study,antioxidants; oxidative stress; periodontitis; reactive oxygen species,OCT,2018,
Alveolar bone resorption and Th1/Th17-associated immune response triggered during Aggregatibacter actinomycetemcomitans-induced experimental periodontitis are serotype-dependent,Aggregatibacter actinomycetemcomitans; bone resorption; chemokine receptors; chemokines; cytokines; RANKL; T lymphocytes,OCT,2018,
Trans-cinnamic aldehyde inhibits Aggregatibacter actinomycetemcomitans-induced inflammation in THP-1-derived macrophages via autophagy activation,A. actinomycetemcomitans; autophagy; cinnamic aldehyde; inflammation; macrophage; periodontitis,OCT,2018,
